Corridor #,Corridor Description,Corridor Num and Description,FY,Clean Corridor,Type,Detailed Type,Midpoint times,Side of street,SupDistrict,DPW Zone,Representative Street Segment,CNN (Route ID),Evaluation date,Evaluator name,Inspector,"11  Score (10, 20, or 30 score)","21  Litter (10, 20, or 30 score)","22  Grime, Leaks, Spills (% of sidewalk w/out)","24  Illegal Dumping (Y/N, where Y=none)","251  Feces, Needles, Condoms (Y/N, where Y=none)","252  Broken Glass (Y/N, where Y=none)",26  Odors (DPW),27  Odors (nonDPW),31  Public (DPW),32 Public (nonDPW),33  Private (Please indicate nearest address on attached work s,"34 Sidewalk (# on sidewalk, preiously 23)",Total # Trash Receptacles,41  Fullness,42  Cleanliness of trash receptacles,43  Cleanliness around trash receptacles,44  Painting,45  Structural integrity & function,46  Doors,Total # Trees,51  Cleanliness,52  Tree Appearance,53  Weediness,54  Clearance,11 pass,21  Pass,22  Pass,31  Pass,32 Pass,33  Pass,34 Pass,41  Pass,42  Pass,43  Pass,44  Pass,45  Pass,46  Pass,51  Pass,52  Pass,53 Pass,54  Pass,Longitude,Latitude,Location,Priority
,25th Ave -- Lawton to Ortega,,2016-17,,Residential,Residential,"Thu 2nd, 4th  8AM to 10AM",L,4,F,25th Ave  :  Lawton St  -  Moraga St,1385000,6/8/2017 0:00,Jordan,JBR,1,1,0.974,1,1,1,1,1,0,1.066666667,0,0,0,,,,,,,26,0.892857143,1,1,1,1,1,1,1,0,1,1,,,,,,,0,1,1,1,-122.4831615,37.75768385,,Regular
,Serrano Dr -- Cardenas to Arballo,,2017-18,,Residential,Residential,"Tues 1st, 3rd  9AM to 11AM",L,7,F,Serrano Dr  :  Tapia Dr  -  Arballo Dr,11772000,1/2/2018 0:00,Jordan,JBR,1.6,1,0.97,1,1,1,1,1,0,3.07,0,0,0,,,,,,,14,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.481424,37.71905644,,Regular
25,Haight Lower: Webster - Divisadero,#25 Haight Lower: Webster - Divisadero,2017-18,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,5,C,Haight St  :  Webster St  -  Fillmore St,6607000,10/6/2017 0:00,Jordan,JBR,1,1.08,0.962,1,1,1,1,1,0.28,8.2,0,0.52,3,1,1,1,1,1,1,35,0.803333333,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4288021,37.77231585,,Regular
80,Market 2: 7th-11th,#80 Market 2: 7th-11th,2017-18,,Commercial,Commercial,Wed 12PM to 5PM,R,6,B,Market St  :  07th St  -  Hyde St,8751101,2/21/2018 0:00,Jordan,JBR,1.1,1.15,0.964416667,1,1,1,1,1,0,2.45,0,0.258333333,10,1,1,1,1,1,1,82,0.804166667,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4125123,37.78047851,,Regular
8,Stockton: Green - Sacramento,#8 Stockton: Green - Sacramento,2016-17,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,3,A,Stockton St  :  Sacramento St  -  Clay St,12204000,5/17/2017 0:00,Jordan,JBR,1.833333333,1.708333333,0.942708333,1,1,1,1,1,0,1.8125,0,0.166666667,5,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,-122.4077272,37.7931783,,Regular
1,Mission A: 18th - 13th,#1 Mission A: 18th - 13th,2017-18,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,9,D,Mission St  :  Hwy 101 Northbound  -  Erie St,9112101,4/16/2018 0:00,Jordan,JBR,1.4,1.619047619,0.946761905,1,1,1,1,1,0,7.895238095,0.628571429,0.352380952,3,1,1,1,1,1,1,46,0.832575758,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4200083,37.77011145,,Regular
48,3rd St E: Oakdale - Williams,#48 3rd St E: Oakdale - Williams,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Oakdale Ave  -  Palou Ave,212101,3/22/2017 0:00,Ladavid,JBR,1.142857143,1.214285714,0.952142857,1,1,1,1,1,0.071428571,1.857142857,0,0.214285714,7,1,1,1,1,1,1,33,0.985714286,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.3906938,37.73479736,,Regular
41,Mission D: Silver - Harrington,#41 Mission D: Silver - Harrington,2017-18,Clean Corridor,Commercial,Residential/Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  Silver Ave  -  Tingley St,9155000,8/4/2017 0:00,Jordan,JBR,1.142857143,1.071428571,0.948571429,1,1,1,1,1,0,2.357142857,0,0,3,1,1,1,1,1,1,12,0.95,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4312938,37.72872955,,Regular
,25th Ave -- Lincoln Way to Lawton,,2017-18,,Residential,Residential,"Tues 2nd, 4th  8AM to 10AM",L,4,F,25th Ave  :  Judah St  -  Kirkham St,1383000,3/13/2018 0:00,Jordan,JBR,1.1,1.05,0.9685,1,1,1,1,1,0,2.9,0,0.525,0,,,,,,,39,0.977272727,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4834231,37.76141728,,Regular
,38th Ave -- Clement to Cabrillo,,2017-18,,Residential,Residential,"Wed 1st, 3rd 11AM to 1PM",R,1,C,38th Ave  :  Balboa St  -  Cabrillo St,1849000,7/19/2017 0:00,Jordan,JBR,1.08,1,0.97,1,1,1,1,1,0,0.626666667,0,0,0,,,,,,,29,1,0.933333333,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4983856,37.7756667,,Regular
88,Judah: 42nd - 48th,#88 Judah: 42nd - 48th,2017-18,Clean Corridor,Commercial,Residential,Wed 12PM to 5PM,R,4,F,Judah St  :  42nd Ave  -  43rd Ave,7679000,2/28/2018 0:00,Jordan,JBR,1,1,0.9725,1,1,1,1,1,0,4.416666667,0,0.416666667,3,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.5016396,37.76061395,,Regular
57,Mission F: 10th -Otis/13th,#57 Mission F: 10th -Otis/13th,2016-17,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,6,B,Mission St  :  11th St  -  Lafayette St,9109101,4/24/2017 0:00,Jordan,JBR,1.066666667,1.133333333,0.96247619,1,0,1,1,1,0.095238095,2.6,0,0.4,0,,,,,,,64,0.942460317,0.989583333,1,1,1,1,1,0,0,1,0,,,,,,,1,1,1,1,-122.4171041,37.77432529,,Regular
,36th Ave -- Clement to Fulton,,2017-18,,Residential,Residential,"Fri 1st, 3rd 11AM to 1PM",L,1,C,36th Ave  :  Balboa St  -  Cabrillo St,1793000,12/1/2017 0:00,Jordan,JBR,1,1,0.973,1,1,1,1,1,0,1.311111111,0,0,0,,,,,,,26,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4962588,37.7757638,,Regular
79,Market 1: 3rd - 6th,#79 Market 1: 3rd - 6th,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,Market St  :  02nd St  -  Montgomery St,8743101,4/19/2017 0:00,Ladavid,JBR,1,1.023809524,0.95747619,1,1,1,1,1,0.023809524,0.185714286,0,0,12,1,1,1,1,1,1,115,0.993589744,0.990740741,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4013755,37.78926432,,Regular
23,Chestnut: Fillmore - Divisadero,#23 Chestnut: Fillmore - Divisadero,2017-18,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,2,A,Chestnut St  :  Fillmore St  -  Mallorca Way,3977000,3/30/2018 0:00,Jordan,JBR,1,1,0.964388889,1,1,1,1,1,0,2.266666667,0,0.133333333,7,1,1,1,1,1,1,19,0.958333333,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4362739,37.80081414,,Regular
88,Judah: 42nd - 48th,#88 Judah: 42nd - 48th,2016-17,Clean Corridor,Commercial,Residential,Wed 12PM to 5PM,R,4,F,Judah St  :  42nd Ave  -  43rd Ave,7679000,6/21/2017 0:00,Ladavid,JBR,1,1,0.966666667,1,1,1,1,1,0.416666667,7.083333333,0,0,3,1,1,1,1,1,1,22,0.958333333,0.958333333,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.5016396,37.76061395,,Regular
8,Stockton: Green - Sacramento,#8 Stockton: Green - Sacramento,2017-18,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,3,A,Stockton St  :  Sacramento St  -  Clay St,12204000,5/9/2018 0:00,Jordan,JBR,1.708333333,1.708333333,0.942291667,1,1,1,1,1,0,2,0,0.208333333,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4077272,37.7931783,,Regular
,27th Ave -- Quintara to Taraval,,2017-18,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",L,4,F,27th Ave  :  Quintara St  -  Rivera St,1558000,4/16/2018 0:00,Jordan,JBR,1,1,0.978,1,1,1,1,1,0,1.266666667,0,0.066666667,0,,,,,,,23,1,0.974358974,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4846537,37.74826719,,Regular
,Ulloa St -- Laguna Honda Blvd to Dorchester Way,,2017-18,,Residential,Residential,"Tues 2nd, 4th  1PM to 3PM",L,7,F,Ulloa St  :  Laguna Honda Blvd  -  Waithman Way,12778000,7/11/2017 0:00,Jordan,JBR,1,1,0.975333333,1,1,1,1,1,0,1.152380952,0,0,0,,,,,,,42,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4559052,37.74348245,,Regular
31,Polk B: California - Vallejo,#31 Polk B: California - Vallejo,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,3,A,Polk St  :  California St  -  Sacramento St,10570000,4/27/2017 0:00,Ladavid,JBR,1.142857143,1.095238095,0.95952381,1,1,1,1,1,0.095238095,2.380952381,0,0.19047619,4,1,1,1,1,1,1,24,0.942857143,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4206874,37.79057826,,Regular
,Cortland Ave -- Folsom to Bradford,,2017-18,,Residential,Residential,"Thur 1st, 3rd 8AM to 10AM",L,9,D,Cortland Ave  :  Prentiss St  -  Nevada St,4433000,12/7/2017 0:00,Jordan,JBR,1.142857143,1,0.955714286,1,1,1,1,1,0,2,0,0,0,,,,,,,12,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4119916,37.73971001,,Regular
49,3rd St F: Williams to Key,#49 3rd St F: Williams to Key,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Williams Ave  -  Lane St,220101,5/2/2018 0:00,Jordan,JBR,1,1,0.968611111,1,1,1,1,1,0,1.541666667,0,0.076388889,4,1,1,1,1,1,1,69,0.935606061,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.3926245,37.72927845,,Regular
2,Mission B: 18th - 22nd St.,#2 Mission B: 18th - 22nd St.,2017-18,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,9,D,Mission St  :  18th St  -  19th St,9120000,10/9/2017 0:00,Jordan,JBR,1,1.25,0.9595,1,1,1,1,1,0,4.8,1.8,1.65,3,1,1,1,1,1,1,25,0.975,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.4193593,37.76183586,,Regular
,23rd St -- Church to Diamond,,2016-17,,Residential,Residential,"Tues 1st, 3rd  12PM to 2PM",L,8,D,23rd St  :  Nellie St  -  Vicksburg St,1278000,3/21/2017 0:00,Jordan,JBR,1,1,0.977142857,1,0,1,1,1,0,0.085714286,0,0.314285714,0,,,,,,,49,0.986666667,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4281653,37.75325691,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,3/10/2017 0:00,Ladavid,JBR,1,1.14,0.9582,1,1,1,1,1,0,2.1,0,0,2,1,1,1,1,1,1,18,0.926666667,0.893333333,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,-122.4383294,37.72001553,,Regular
,Urbano Dr -- Corona St to Corona Court,,2017-18,,Residential,Residential,"Thur 2nd, 4th 12PM to 2PM",R,7,F,Urbano Dr  :  Corona St  -  Borica St,13026000,8/10/2017 0:00,Jordan,JBR,1,1,0.972857143,1,1,1,1,1,0,1.023809524,0,0,0,,,,,,,4,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4662838,37.72544668,,Regular
45,3rd St B: Mariposa - 23rd,#45 3rd St B: Mariposa - 23rd,2016-17,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,10,E,03rd St  :  Mariposa St  -  18th St,187101,5/31/2017 0:00,Ladavid,JBR,1,1,0.9695,1,1,1,1,1,0,1.271428571,0,0.05,3,1,1,1,1,1,1,80,0.94578877,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.3888513,37.76432184,,Regular
,Silliman St -- Brussels to Bowdoin,,2017-18,,Residential,Residential,Fri 12PM to 5PM,L,9,D,Silliman St  :  Hamilton St  -  Bowdoin St,11879000,11/10/2017 0:00,Jordan,JBR,1,1,0.965666667,1,1,1,1,1,0,1.1,0,0,0,,,,,,,28,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4110145,37.72968772,,Regular
,38th Ave -- Clement to Cabrillo,,2017-18,,Residential,Residential,"Wed 1st, 3rd 11AM to 1PM",R,1,C,38th Ave  :  Balboa St  -  Cabrillo St,1849000,1/3/2018 0:00,Jordan,JBR,1.08,1,0.9714,1,1,1,1,1,0,1.08,0,0,0,,,,,,,29,0.96,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4983856,37.7756667,,Regular
,Hampshire St -- 18th to 23rd,,2016-17,,Residential,Residential,Mon 8AM to 12PM,L,9,D,Hampshire St  :  22nd St  -  23rd St,6655000,6/12/2017 0:00,Jordan,JBR,1,1,0.966,0,0,1,1,1,0,0.52,0,0.22,0,,,,,,,54,0.886282051,0.91,0.95,1,1,1,1,1,0,1,0,,,,,,,0,1,1,1,-122.4076019,37.75610878,,Regular
93,Justin Herman Plaza around,#93 Justin Herman Plaza around,2016-17,Clean Corridor,Commercial,Public/Commercial,Fri 12PM to 5PM,L,3,A,Steuart St  :  Market St  -  Don Chee Way,12158001,3/31/2017 0:00,Jordan,JBR,1.25,1.125,0.968125,1,1,1,1,1,0.25,0.665178571,0,0,3,1,1,1,1,1,1,48,0.936134454,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.3947476,37.79447972,,Regular
13,Haight (Upper): Stanyan - Central,#13 Haight (Upper): Stanyan - Central,2016-17,Clean Corridor,Commercial,Public/Commercial,Tue 12PM to 5PM,R,5,C,Haight St  :  Central Ave  -  Masonic Ave,6617000,5/2/2017 0:00,Ladavid,JBR,1.119047619,1.202380952,0.959642857,1,1,1,1,1,0.142857143,8.654761905,0,1.297619048,7,1,1,1,1,1,1,45,1,0.978021978,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4436491,37.77042637,,Regular
,Farallones St -- San Jose to Orizaba,,2017-18,,Residential,Residential,"Wed 2nd, 4th  9AM to 11AM",L,11,E,Farallones St  :  Capitol Ave  -  Orizaba Ave,5408000,1/10/2018 0:00,Jordan,JBR,1.238095238,1.238095238,0.96,1,1,1,1,1,0,3,0,0,0,,,,,,,14,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4590354,37.7140553,,Regular
13,Haight (Upper): Stanyan - Central,#13 Haight (Upper): Stanyan - Central,2016-17,Clean Corridor,Commercial,Public/Commercial,Tue 12PM to 5PM,R,5,C,Haight St  :  Central Ave  -  Masonic Ave,6617000,6/6/2017 0:00,Ladavid,JBR,1.142857143,1,0.948333333,1,0,1,1,1,0.107142857,7.119047619,0,1.285714286,6,1,1,1,1,1,1,47,0.944626802,1,0.978021978,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4436491,37.77042637,,Regular
22,Irving A: 19th Ave - 25th Ave,#22 Irving A: 19th Ave - 25th Ave,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,4,F,Irving St  :  19th Ave  -  20th Ave,7296000,5/12/2017 0:00,Ladavid,JBR,1.055555556,1.111111111,0.9525,1,1,1,1,1,0,0.666666667,0,0,4,1,1,1,1,1,1,29,0.966666667,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4771741,37.7635595,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2017-18,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,1/26/2018 0:00,Jordan,JBR,1,1,0.957866667,1,1,1,1,1,0,1.753333333,0,0.383333333,2,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4383294,37.72001553,,Regular
32,Taraval: 18th - 23rd,#32 Taraval: 18th - 23rd,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,7,F,Taraval St  :  18th Ave  -  19th Ave,12394000,3/9/2017 0:00,Ladavid,JBR,1.9,1.5,0.96,1,1,1,1,1,0,1.7,0,0,1,1,1,1,1,1,1,19,0.84375,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,-122.4746238,37.74309661,,Regular
,Joost Ave -- Lippard to Foerster,,2016-17,,Residential,Residential,"Fri 1st, 3rd 12PM to 2PM",R,7,F,Joost Ave  :  Edna St  -  Foerster St,7612000,3/3/2017 0:00,Jordan,JBR,1,1,0.977535714,1,1,1,1,1,0,0.778968254,0,0.033333333,0,,,,,,,40,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4472968,37.73233344,,Regular
83,Hyde: Market-Taylor,#83 Hyde: Market-Taylor,2016-17,Clean Corridor,Commercial,Residential,Mon 12PM to 5PM,R,6,B,Turk St  :  Taylor St  -  Jones St,12717000,4/10/2017 0:00,Ladavid,JBR,1.107142857,1.071428571,0.949047619,1,0,1,1,1,0,5.583333333,0,0.726190476,1,1,1,1,1,1,1,29,0.921428571,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4107648,37.78321431,,Regular
37,Geary C: Mason - Van Ness,#37 Geary C: Mason - Van Ness,2017-18,Clean Corridor,Commercial,Commercial,Tue 12PM to 5PM,R,3,A,Geary St  :  Mason St  -  Taylor St,6111000,9/12/2017 0:00,Jordan,JBR,1.380952381,1.047619048,0.945,1,1,1,1,1,0,10.45238095,0,0.714285714,8,1,1,1,1,1,1,24,0.828571429,0.933333333,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.409874,37.78714914,,Regular
7,Grant: Broadway - California,#7 Grant: Broadway - California,2016-17,Clean Corridor,Commercial,Mixed Use/Commercial,Wed 12PM to 5PM,L,3,A,Grant Ave  :  California St  -  Sacramento St,6392000,5/3/2017 0:00,Ladavid,JBR,1.047619048,1.666666667,0.956904762,1,1,1,1,1,0,3.119047619,0.952380952,0,1,1,1,1,1,1,1,0,,,,,1,1,1,1,0,0,1,1,1,1,1,1,1,,,,,-122.4059381,37.79245075,,Regular
,Silver Ave -- Mission Ave to Cambridge,,2016-17,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Silver Ave  :  Vienna St  -  Madison St,11901000,4/3/2017 0:00,Jordan,JBR,1,1.035714286,0.969444444,1,1,1,1,1,0,0.226190476,0,0,2,1,1,1,1,1,1,50,0.994047619,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4241987,37.72873555,,Regular
,Missouri St -- Mariposa to 22nd St,,2017-18,,Residential,Residential,Thurs 12PM to 5pm,L,10,E,Missouri St  :  Mariposa St  -  18th St,9209000,12/14/2017 0:00,Jordan,JBR,1,1,0.974,1,1,1,1,1,0,2.42,0,0,0,,,,,,,45,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.3966445,37.76385062,,Regular
,10th Ave -- Moraga to Mendosa Ave,,2017-18,,Residential,Residential,"Tue 2nd, 4th 8AM to 10AM",R,7,F,10th Ave  :  Quintara St  -  Mendosa Ave,479000,7/25/2017 0:00,Jordan,JBR,1,1,0.974,1,1,1,1,1,0,0.76,0,0,0,,,,,,,41,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4663364,37.74907463,,Regular
,26th Ave -- Clement to Fulton,,2017-18,,Residential,Residential,"Wed 1st, 3rd 8AM to 10AM",R,1,C,26th Ave  :  Balboa St  -  Cabrillo St,1475000,8/2/2017 0:00,Jordan,JBR,1.44,1.28,0.966,1,1,1,1,1,0,1.6,0,0,0,,,,,,,31,0.914285714,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4855323,37.77625246,,Regular
,Magellan Ave -- Castenada to Montalvo,,2017-18,,Residential,Residential,"Mon 1st, 3rd  9AM to 11AM",L,7,F,Magellan Ave  :  Castenada Ave  -  Marcela Ave,8616101,2/12/2018 0:00,Jordan,JBR,1,1,0.9728,1,1,1,1,1,0,0.34,0,0,0,,,,,,,51,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.461941,37.74899674,,Regular
39,Potrero A: 15th - 20th,#39 Potrero A: 15th - 20th,2017-18,Clean Corridor,Commercial,Mixed Use/Commercial,Thu 12PM to 5PM,R,10,E,Potrero Ave  :  15th St  -  16th St,10660000,4/26/2018 0:00,Jordan,JBR,1.244444444,1.281481481,0.952444444,1,1,1,1,1,0.074074074,2.340740741,0,0.422222222,6,1,1,1,1,1,1,58,0.849404762,0.975,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.407685,37.76708198,,Regular
,Lyon St -- Hayes to Turk,,2016-17,,Residential,Residential,Mon 8AM to 12PM,L,5,C,Lyon St  :  Grove St  -  Fulton St,8558000,6/26/2017 0:00,Jordan,JBR,1.2,1.466666667,0.96,1,1,1,1,1,0,0.2,0,0.533333333,0,,,,,,,33,0.91,0.975,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4429454,37.77529553,,Regular
36,16th: Valencia - Folsom,#36 16th: Valencia - Folsom,2017-18,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,9,D,16th St  :  Folsom St  -  Shotwell St,721000,3/22/2018 0:00,Jordan,JBR,1.111111111,1,0.951222222,1,1,1,1,1,0,2.303703704,0,0.518518519,4,1,1,1,1,1,1,41,0.979591837,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4153084,37.76531464,,Regular
,30th Ave -- Pacheco to Taraval,,2017-18,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",R,4,F,30th Ave  :  Rivera St  -  Santiago St,1658000,8/21/2017 0:00,Jordan,JBR,1,1.05,0.972,1,1,1,1,1,0,1.05,0,0,0,,,,,,,26,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4877362,37.74625961,,Regular
5,24th B: Folsom - Valencia,#5 24th B: Folsom - Valencia,2017-18,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,9,D,24th St  :  Folsom St  -  Shotwell St,1340000,12/21/2017 0:00,Jordan,JBR,1.2,1.2,0.959,1,1,1,1,1,0,8.1,0,1.4,8,1,1,1,1,1,1,30,0.915306122,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.414086,37.75250607,,Regular
49,3rd St F: Williams to Key,#49 3rd St F: Williams to Key,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Williams Ave  -  Lane St,220101,11/8/2017 0:00,Jordan,JBR,1,1,0.965555556,1,1,1,1,1,0,2.048611111,0,0.166666667,4,1,1,1,1,1,1,69,0.949675325,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.3926245,37.72927845,,Regular
,27th Ave -- Quintara to Taraval,,2016-17,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",L,4,F,27th Ave  :  Quintara St  -  Rivera St,1558000,4/17/2017 0:00,Jordan,JBR,1,1,0.98,1,1,1,1,1,0,0.266666667,0,0,0,,,,,,,19,1,0.62962963,1,1,1,1,1,1,0,1,1,,,,,,,1,0,1,1,-122.4846537,37.74826719,,Regular
75,Van Ness 6: Golden Gate - Bush,#75 Van Ness 6: Golden Gate - Bush,2017-18,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,5,C,Van Ness Ave  :  Golden Gate Ave  -  Turk St,13148101,7/7/2017 0:00,Jordan,JBR,1.083333333,1.083333333,0.955833333,1,0,1,1,1,0.166666667,8.638888889,0,0.333333333,9,1,1,1,1,1,0.857142857,46,0.967171717,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,-122.4204395,37.78103084,,Regular
3,Mission C: 22nd - Cesar Chavez,#3 Mission C: 22nd - Cesar Chavez,2017-18,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,9,D,Mission St  :  22nd St  -  23rd St,9124000,9/11/2017 0:00,Jordan,JBR,1.12,1,0.9512,1,1,1,1,1,0,7.146666667,0,0,2,1,1,1,1,1,1,51,0.914772727,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4187476,37.75543694,,Regular
60,Mission EE: Rolph to Foote,#60 Mission EE: Rolph to Foote,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  Rolph St  -  Niagara Ave,9179000,5/19/2017 0:00,Jordan,JBR,1.395833333,1.583333333,0.951458333,1,1,1,1,1,0,3.520833333,0,0.416666667,1,1,1,1,1,1,1,23,0.90625,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4415543,37.71575344,,Regular
,Funston Ave -- Kirkham to Noriega,,2017-18,,Residential,Residential,"Fri 2nd, 4th 9AM to 11AM",R,7,F,Funston Ave  :  Moraga St  -  Noriega St,5972000,9/22/2017 0:00,Jordan,JBR,1,1.066666667,0.946833333,1,1,1,1,1,0,0.2,0,0,0,,,,,,,7,0.888888889,1,1,1,1,1,1,1,0,1,1,,,,,,,0,1,1,1,-122.4700737,37.75639043,,Regular
,Clayton St -- 17th St to Market,,2017-18,,Residential,Residential,Mon 8AM to 12PM,R,8,D,Clayton St  :  Twin Peaks Blvd  -  Deming St,4139000,2/26/2018 0:00,Jordan,JBR,1,1,0.963333333,1,1,1,1,1,0,1.22,0,0,0,,,,,,,18,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4464336,37.76100672,,Regular
85,Taylor: Market to O'Farrell,#85 Taylor: Market to O'Farrell,2017-18,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,6,B,Taylor St  :  Market St  -  Opal Pl,12425000,10/6/2017 0:00,Jordan,JBR,1.083333333,1.083333333,0.96,1,1,1,1,1,0,4.083333333,3,0.333333333,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.410292,37.78223058,,Regular
